"user_id","screen_name","Tipo_organismo","database","url_path","Tipo_organismo_2","Interbloque","diputado_bloque","description","profile_image_url","name","followers_count","image"
"368746304","gkatopodis","PEN","PEN_db"," ","TODXS",NA,NA,"Ministro de Obras Públicas de la Nación. Abogado, casado con Nancy, papá de Aylén y Santiago. #SanMartín es mi lugar.","http://pbs.twimg.com/profile_images/1380580618782793730/-hMeIWtp_normal.jpg","Gabriel Katopodis","79425","<img src="" http://pbs.twimg.com/profile_images/1380580618782793730/-hMeIWtp_normal.jpg "" height=""52""></img>"
"297543171","claramuzzio","PROVINCIAL","PROV_db"," ","TODXS",NA,NA,"Ministra de Espacio Público e Higiene Urbana de @gcba. Trabajo por un espacio público de calidad y sustentable para tener una @baciudadverde.","http://pbs.twimg.com/profile_images/1382315974590935046/7PUKu_5X_normal.jpg","Clara Muzzio","9661","<img src="" http://pbs.twimg.com/profile_images/1382315974590935046/7PUKu_5X_normal.jpg "" height=""52""></img>"
"188998649","cristiangirard","PROVINCIAL","PROV_db"," ","TODXS",NA,NA,"Director Ejecutivo de ARBA

IG: https://t.co/1WnY2VVvHQ","http://pbs.twimg.com/profile_images/1379631229214023688/wbtsXsCD_normal.jpg","Cristian Girard","6628","<img src="" http://pbs.twimg.com/profile_images/1379631229214023688/wbtsXsCD_normal.jpg "" height=""52""></img>"
"4493784808","MindefArg","PEN","PEN_db"," ","TODXS",NA,NA,"Cuenta oficial del Ministerio de Defensa de la República Argentina.

FB/MindefArg
IG/Mindefarg","http://pbs.twimg.com/profile_images/1387408935150313476/ETWrxZb5_normal.png","Ministerio Defensa","210969","<img src="" http://pbs.twimg.com/profile_images/1387408935150313476/ETWrxZb5_normal.png "" height=""52""></img>"
"2589783002","OmarGutierrezOk","PROVINCIAL","PROV_db"," ","TODXS",NA,NA,"Neuquino. Gobernador de mi querida provincia del Neuquén. Contador Público. Apasionado por la gestión.","http://pbs.twimg.com/profile_images/1342975784525438976/72Ri_xon_normal.jpg","Omar Gutierrez","52110","<img src="" http://pbs.twimg.com/profile_images/1342975784525438976/72Ri_xon_normal.jpg "" height=""52""></img>"
"179960598","CarlosTomada","PEN","PEN_db"," ","TODXS",NA,NA,"Embajador argentino en México 🇦🇷🇲🇽","http://pbs.twimg.com/profile_images/789101799399690240/Xv0XA3XI_normal.jpg","Carlos Tomada","166646","<img src="" http://pbs.twimg.com/profile_images/789101799399690240/Xv0XA3XI_normal.jpg "" height=""52""></img>"
"1347042146","RGBasualdo","HSN","HCSN_db"," ","TODXS",NA,NA,"Senador Nacional por San Juan.","http://pbs.twimg.com/profile_images/922258084935987200/mAqNyrFg_normal.jpg","Roberto Basualdo","4306","<img src="" http://pbs.twimg.com/profile_images/922258084935987200/mAqNyrFg_normal.jpg "" height=""52""></img>"
"34455479","diegosantilli","PROVINCIAL","PROV_db"," ","TODXS",NA,NA,"Vicejefe del @GCBA, a cargo de @seguridadba. Contador Público (UBA). Fana de River. Construyendo con Analía, Teo, Nicky, Tonio, Lola y Male una gran familia.","http://pbs.twimg.com/profile_images/1371293566069260288/DZGaJMYk_normal.jpg","Diego Santilli","383702","<img src="" http://pbs.twimg.com/profile_images/1371293566069260288/DZGaJMYk_normal.jpg "" height=""52""></img>"
"1723102656","LaspinaL","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","PRO","Economista. Enamorado de mi familia. Hincha de Newell's. Diputado Nacional.","http://pbs.twimg.com/profile_images/971771058809393152/7lSKa0Xq_normal.jpg","Luciano Laspina","33998","<img src="" http://pbs.twimg.com/profile_images/971771058809393152/7lSKa0Xq_normal.jpg "" height=""52""></img>"
"148536486","gmmarangoni","OTRXS","OTRXS_db"," ","TODXS",NA,NA,"Politólogo. Profesor universitario. Director @MyR_economia. Escribí #PolíticaATP https://t.co/5NuSfoV8Si","http://pbs.twimg.com/profile_images/1147107684312899584/eiPTn1Cw_normal.jpg","Gustavo Marangoni","31071","<img src="" http://pbs.twimg.com/profile_images/1147107684312899584/eiPTn1Cw_normal.jpg "" height=""52""></img>"
"154184640","Maxiferraro","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","COALICION CIVICA","Presidente Coalición Cívica ARI. Diputado Nacional por la Ciudad de Buenos Aires. Coordinador de @junglacultural 🌎🚲♻️ 🌳🏳️‍🌈 🇦🇷","http://pbs.twimg.com/profile_images/1277744675840032770/XlHZXOqL_normal.jpg","maxi ferraro","37827","<img src="" http://pbs.twimg.com/profile_images/1277744675840032770/XlHZXOqL_normal.jpg "" height=""52""></img>"
"937301562","MonicaFradeok","HCDN","HCDN_JXC_db"," ","TODXS","JUNTOS POR EL CAMBIO","COALICION CIVICA","Abogada. Diputada Nacional por la Pcia. Bs As. Coalición Cívica, en Juntos por el Cambio. Quilmeña. Por un Poder Judicial independiente.
mfrade@hcdn.gob.ar","http://pbs.twimg.com/profile_images/1342459157526544384/W_wD5Ixe_normal.jpg","Monica Frade","23077","<img src="" http://pbs.twimg.com/profile_images/1342459157526544384/W_wD5Ixe_normal.jpg "" height=""52""></img>"
"816001694","SchiavoniH","HSN","HCSN_db"," ","TODXS",NA,NA,"Papá de dos hijos increíbles. Senador nacional por Misiones y Jefe de Bloque por el @proargentina","http://pbs.twimg.com/profile_images/1159200401184448512/Iu5ovmYz_normal.jpg","Humberto Schiavoni","7555","<img src="" http://pbs.twimg.com/profile_images/1159200401184448512/Iu5ovmYz_normal.jpg "" height=""52""></img>"
